Phoenix1,NA,Ashe,117
Phoenix1,NA,Bard,117
Phoenix1,NA,Gragas,117
Cloud9,NA,Sivir,117
Cloud9,NA,Shen,117
Cloud9,NA,Gangplank,117
Counter Logic Gaming,NA,Anivia,118
Counter Logic Gaming,NA,Vladimir,118
Counter Logic Gaming,NA,Karma,118
Echo Fox,NA,Bard,118
Echo Fox,NA,Taliyah,118
Echo Fox,NA,Nidalee,118
Echo Fox,NA,Bard,119
Echo Fox,NA,Jax,119
Echo Fox,NA,Taliyah,119
Counter Logic Gaming,NA,Anivia,119
Counter Logic Gaming,NA,Vladimir,119
Counter Logic Gaming,NA,Malzahar,119
Cloud9,NA,Shen,120
Cloud9,NA,Gangplank,120
Cloud9,NA,Braum,120
Phoenix1,NA,Vladimir,120
Phoenix1,NA,Malzahar,120
Phoenix1,NA,Ashe,120
Team EnVyUs,NA,Taliyah,121
Team EnVyUs,NA,Shen,121
Team EnVyUs,NA,Rek'Sai,121
Team SoloMid,NA,Gangplank,121
Team SoloMid,NA,Malzahar,121
Team SoloMid,NA,Sivir,121
Team Liquid,NA,Malzahar,122
Team Liquid,NA,Rek'Sai,122
Team Liquid,NA,Twitch,122
NRG Esports,NA,Cassiopeia,122
NRG Esports,NA,Shen,122
NRG Esports,NA,Sivir,122
NRG Esports,NA,Shen,123
NRG Esports,NA,Cassiopeia,123
NRG Esports,NA,Sivir,123
Team Liquid,NA,Malzahar,123
Team Liquid,NA,Twitch,123
Team Liquid,NA,Nidalee,123
Team SoloMid,NA,Gangplank,124
Team SoloMid,NA,Trundle,124
Team SoloMid,NA,Sivir,124
Team EnVyUs,NA,Taliyah,124
Team EnVyUs,NA,Vladimir,124
Team EnVyUs,NA,Rek'Sai,124
Team SoloMid,NA,Hecarim,125
Team SoloMid,NA,Shen,125
Team SoloMid,NA,Rengar,125
Phoenix1,NA,Vladimir,125
Phoenix1,NA,Bard,125
Phoenix1,NA,Irelia,125
Phoenix1,NA,Rek'Sai,126
Phoenix1,NA,Gnar,126
Phoenix1,NA,Vladimir,126
Team SoloMid,NA,Shen,126
Team SoloMid,NA,Hecarim,126
Team SoloMid,NA,Gangplank,126
Immortals,NA,Nidalee,127
Immortals,NA,Sona,127
Immortals,NA,Irelia,127
